"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2019-04-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Burkina Faso","BFA","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","0.523758113384247","","","","","","","","","","0.57150000333786","","","","","","","","","","","","","","","","","","","0.306400001049042","0.2992999852","","","","","1.2999999523","1.4199999571","","","","","","","","","","0.9","","","","0.4","","","","","","","","",
"Bangladesh","BGD","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","","","","","","","","","","","0.155100002884865","","","","","","","","","","0.215800002217293","0.225199997425079","","","","0.287800014019012","","","","","0.3041999936","0.3080999851","","","0.3048999906","","","","","0.3000000119","","0.3","0.34","","","0.3","","","","","","0.6","","","0.6","0.8","","","",
"Bulgaria","BGR","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","6.21367740631104","","","","","","","","","","","","","","","","","","","","8.85060024261475","8.85900020599365","8.88669967651367","8.87679958343506","8.96300029754639","9.11400032043457","9.45209980010986","9.56420040130615","9.56019973754883","9.70209980010986","9.7908000946","9.7681999207","10.2063999176","10.4941997528","10.196100235","10.3699998856","10.470000267","10.279999733","8.4099998474","7.4899997711","7.4","7.2","6.5","6.3","6.1","6.4","6.2","6.4","6.5","6.6","6.5","6.4","6.6","6.8","","","","","",
"Bahrein","BHR","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","4.71140956878662","","","","","","","","","","4.34289979934692","","","","","","","","","","3.31439995765686","","","","","","","","","3.33949995040894","","","","","","","","2.9000000954","","","2.8","2.8","2.9","2.8","2.8","2.8","2.7","2.7","2","1.8","1.8","1.7","2.1","2.1","2","","","","",
"Bahamas","BHS","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","5.72566366195679","","","","","","","","","","5.09359979629517","","","","","","","","","","4.4047999382019","","","","","","","","","","4","","","3.8838999271","","3.6","3.9400000572","","","","3.5","3.4","3.4000000954","3.4","3.4","","3.2","3.2","3.1","3.2","3.1","2.9","2.9","2.9","","","","","",
"Bosnia y Herzegovina","BIH","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","4.83109998703003","4.92280006408691","4.91790008544922","4.90469980239868","4.8137001991272","4.71810007095337","4.74200010299683","4.5935001373291","4.57819986343384","4.49830007553101","4.4590997696","4.3779997826","","","","","","","3.8199999332","3.7999999523","3.4","3.2","3.2","3.2","3.1","3","3.3","3.4","3.4","3.3","3.4","3.5","3.5","3.5","","","","","",
"Belarús","BLR","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","12.5460996627808","","","","","13.0712995529175","13.2604999542236","13.4562997817993","13.3729000091553","13.5795001983643","13.2264003754","13.20470047","12.6906995773","12.4762001038","12.4638996124","12.3800001144","12.2700004578","12.3599996567","12.4200000763","12.6400003433","12.6","12.6","11.9","11.3","10.7","11.1","11.2","11.2","11.1","11.1","11.5","11.3","11.3","11","","","","","",
"Belice","BLZ","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","4.66776514053345","","","","","","","","","","5.40140008926392","","","","","","","","","","","","","","","","3.31680011749268","","","","2.7000000477","","","2.7999999523","","2.5","2.1300001144","","","","1.9","","","1.2999999523","1.3","1.2","1.3","1.2","1.2","1.1","1.2","1.1","1.1","0.9","1.3","","","","",
"Bermudas","BMU","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3000001907","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","1.84541928768158","","","","","","","","","","2.32170009613037","","","","","2.05879998207092","","","","","","","","","","","","","","","1.317800045","1.4110000134","","1.3999999762","","","1.6699999571","","","","","","","1","1","","1.1","1.1","1.1","1.1","","1.1","1.1","1.1","1.1","","","","",
"Brasil","BRA","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","3.20179533958435","","","","","","","","","","3.69180011749268","","","","","4.9951000213623","","","","","","","","","","","","3.56030011177063","","","3.3452999592","","","3.5","","","3.1099998951","","","","","","2.6","","","2.4","","","","2.4","2.4","2.3","2.3","2.3","2.2","","","","",
"Barbados","BRB","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","5.92977905273438","","","","","","","","","","10.2215995788574","","","","","","","","","","8.53470039367676","","","","","","","","","","8.3999996185","","","1.2676000595","","7.4","7.5599999428","","","","","","","7.3","7.3","6.7","6.6","","7.6","6.8","6.6","","6.2","6.2","5.8","","","","",
"Brunei Darussalam","BRN","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","4.90243911743164","","","","","","","","","","3.50769996643066","","","","","","","","","","","2.93589997291565","2.99399995803833","","","","","","","","","","","","","","","","","","2.5999999046","","2.7","","2.6","3","2.79","","2.7","2.6","","2.79","2.7","","","2.7","","","",
"Bhután","BTN","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","1.70589995384216","","","","0.8467000127","","","","1.6147999763","","","","","1.6000000238","","1.6","1.6","","","","1.7","","","","","1.8","1.7","","","","","","",
"Botswana","BWA","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","2.12291669845581","","","","","","","","","","","","","","","","","","","","2.36310005187988","","","","","","","","","","1.5751999617","","","","","","","","","","","","","2.2","","","","2.4","1.8","","1.8","","","","","","","","",
"República Centroafricana","CAF","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","1.23142111301422","","","","","","","","","","1.87559998035431","","","","","","","","","","1.55859994888306","","","","","","","","","","0.8731999993","","","","","","","","","","","","","","","","1.2","","","","","1","","","","","","","",
"Canadá","CAN","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","6.19999980926514","","","","","","","","","","7","","","","","","6.90000009536743","6.90000009536743","6.90000009536743","6.80000019073486","6.80000019073486","6.90000009536743","6.80000019073486","6.80000019073486","6.80000019073486","6.80000019073486","6.69999980926514","6.59999990463257","6.5","6.30000019073486","6","5.8000001907","5.5","5.4000000954","","5","4.5999999046","4.4000000954","4.1999998093","3.9000000954","3.4","3.7000000477","3.7000000477","3.6","","3.4","3.4","","3.4","3.2","2.7","2.7","2.7","","","","","","",
"Europa Central y del Báltico","CEB","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","8.03053552219485","","","","","8.20066320156225","","","","","8.11984050401736","8.03882876474436","7.67228575673474","7.64288605831753","7.63067159676445","7.23868869955943","7.26824655678557","7.0230654493653","6.7973288388091","6.61653067869634","6.69761547313179","","6.75132166166714","6.88289857964377","6.8239801979684","6.77524227378362","6.71996242671097","6.57746075043518","6.63779432603128","6.63348829859788","6.48706825045242","6.42078150700081","6.42304660481243","6.42144666078239","","","","","",
"Suiza","CHE","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.8999996185","","","","","","","","","6.3","6","5.9","5.8","5.7","5.5","5.4","5.4","5.3","5.1","5","4.9","4.8","4.7","","","","","",
"Islas del Canal","CHI","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","11.1538457870483","","","","","","","","","","11.2250003814697","","","","","","","","","","10.6512002944946","10.595100402832","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","3.6742901802063","","","","","","","","","","3.77640008926392","","","","","","","","","","3.40639996528625","","","","","","","","","3.17670011520386","3.1586000919","","","3.0999999046","","","2.6700000763","","","","","","2.5999999046","","2.4","2.3","2.3","","","2.1","2","2.1","2.2","2.2","","","","","",
"China","CHN","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","","","","","","1.44000005722046","1.51999998092651","1.5","1.45000004768372","1.45000004768372","1.53999996185303","1.58000004291534","1.71000003814697","1.76999998092651","1.85000002384186","1.91999995708466","2","2.0699999332428","2.14000010490417","2.20000004768372","2.23000001907349","2.25","2.25999999046326","2.28999996185303","2.32999992370605","2.36999988555908","2.40000009536743","2.48000001907349","2.53999996185303","2.55999994277954","2.5799999237","2.5999999046","2.6199998856","2.6300001144","2.6300001144","2.6099998951","2.5499999523","2.5499999523","2.5299999714","2.5199999809","2.5199999809","2.5199999809","2.4500000477","2.2","3","2.45","2.23","","","4.2","3.56","3.8","4.2","","","","","","",
"Côte d'Ivoire","CIV","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","1.34876954555511","","","","","","","","","","1.15610003471375","","","","","","","","","","","","","","","","","","","0.828499972820282","0.8116000295","","","","","","","","","","","","","","","","0.4","","","","","","","","","","","","",
"Camerún","CMR","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","2.00226593017578","","","","","","","","","","1.75150001049042","","","","","2.46589994430542","","","","","","","","","","","","","","2.59829998016357","2.5532999039","","","","","","","","","","","","","","","","1.5","","","","1.3","","","","","","","","",
"Congo, República Democrática del","COD","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","5.67403650283813","","","","","","","","","","3.32340002059937","","","","","3.22530007362366","","","","","","","","","","","","1.59309995174408","","","1.4268000126","","","","","","","","","","","","","","","1.1","0.8","","","","","","","","","","","","",
"Congo, República del","COG","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","3.75708508491516","","","","","","","","","","4.38719987869263","","","","","","","","","","","","","","","","","","","","3.3499999046","","","","","","","","","","","","","","","1.6","","","","","","","","","","","","","",
"Colombia","COL","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","2.57554721832275","","","","","","","","","","2.09730005264282","","","","","","","","","","1.56410002708435","","","","","","","","","1.25109994411469","1.3667000532","","","1.2999999523","","","1.4600000381","","","","","","","1.1000000238","1.2","","1","1","","","","1.4","1.5","1.5","1.5","","","","",
"Comoras","COM","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.12490010261536","2.7616000175","","","","","","","","","","","","","","","","2.2","","","","2.2","","","","","","","","",
"Cabo Verde","CPV","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","","","","","","","","","","","1.40820002555847","","","","","","","","","","2.1868999004364","","","","","","","","1.59769999980927","","","","1.5830999613","","","","","","","","","","","","","2.1","","","2.1","","2.1","","","","","","","","",
"Costa Rica","CRI","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","4.7907772064209","","","","","","","","","","3.93959999084473","","","","","","","","","","3.31439995765686","","","","","","","","","","2.5","","","","1.793900013","1.7799999714","1.75","1.7100000381","1.6799999475","","","","","1.3999999762","1.4","","1.3","1.3","1.2","","1.2","1.2","1.2","1.1","1.1","1.2","","","",
"Estados pequeos del Caribe","CSS","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","5.05578941628052","","","","","","","","","","4.99731945632369","","","","","4.99041722796149","","","","","","","","","","","","","","","3.62224627278908","","","2.82338792122217","","3.09075887657284","3.47898470437534","","","","","2.49411232145147","","2.52951529194317","","2.44124909816529","2.55481560021345","2.18217241905645","","2.3002430646704","2.32395889591149","","2.35462246675601","2.26934418442714","","","","","",
"Cuba","CUB","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","4.36649942398071","","","","","","","","","","4.63240003585815","","","","","","","","","","","","","","","","","","","","5.4211997986","","","6","","","5.1300001144","","","","","","","4.9000000954","","4.9","4.9","4.9","6","5.9","5.9","5.1","5.3","5.1","5.2","","","","",
"Curacao","CUW","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Islas Caimán","CYM","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chipre","CYP","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","4.52356004714966","","","","","","","","","","5.38210010528564","","","","","","","","","","5.65299987792969","5.72009992599487","","","","","","","","5.08640003204346","","","","","","","","","","","4.5","4.4","4.4","4.3","4.2","3.8","3.7","3.8","3.8","3.7","3.5","3.5","3.5","3.4","","","","","",
"República Checa","CZE","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","11.3000001907349","","","","","11.3999996185303","","","","","11.3000001907","11.1000003815","10.6999998093","10.3999996185","10.1999998093","","","","","","7.8","7.8","7.8","7.7","7.6","7.6","7.4","7.3","7.2","7.1","7","6.8","6.7","6.5","","6.5","","","",
"Alemania","DEU","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","10.5","","","","","","","","","","11.3000001907349","","","","","","","","","","11.5","","","","","11","","","","","10.3999996185","10.1000003815","9.8999996185","9.6999998093","9.6999998093","9.6999998093","9.6000003815","9.3999996185","9.3000001907","9.1999998093","9.1","9","8.9","8.7","8.6","8.5","8.3","8.2","8.2","8.2","8.2","8.2","8.2","8.3","","","","","",
"Djibouti","DJI","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","7.83132553100586","","","","","","","","","","6.07740020751953","","","","","","","","","","","3.61050009727478","","","","","","","","","2.5397000313","","","","","","","","","","1.8","1.8","1.8","1.6","1.6","1.6","1.6","","","","1.4","1.4","1.4","1.4","1.4","","","","",
"Dominica","DMA","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","4.54394674301147","","","","","","","","","","4.4443998336792","","","","","","","","","","","","","","","","","","","","3","","","2.5938999653","","3.6","2.6500000954","","","","3.8","3.5","3.9000000954","3.9","3.9","3.9","","4","3.8","3.8","3.8","3.8","3.8","","","","","","",
"Dinamarca","DNK","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","","","","","","","","","","","8.10000038146973","","8.39999961853027","8.30000019073486","8.5","8.5","8.60000038146973","8.39999961853027","8.5","8.19999980926514","8.10000038146973","7.80000019073486","7.69999980926514","7.40000009536743","7.09999990463257","7","6.90000009536743","6.19999980926514","6","5.80000019073486","5.5999999046","5.4000000954","5.0999999046","5","5","4.9000000954","4.6999998093","4.5999999046","4.5","4.3000001907","4.3","4.2","4.3","4.1","4","3.9","3.8","3.7","3.6","3.5","3.5","3.1","","3.1","","2.5","","","",
"República Dominicana","DOM","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","2.32869076728821","","","","","","","","","","2.63940000534058","","","","","2.50149989128113","","","","","","","","","","","","","","","1.8812999725","","","2","","","1.5","","","","","","","2.0999999046","","2","","1","1","1","1.6","1.7","","1.6","1.6","","","","",
"Argelia","DZA","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","3.18740749359131","","","","","","","","","","2.84249997138977","","","","","","","","","","","","","","","","2.48839998245239","","2.62899994850159","2.56439995765686","2.4993000031","","","","2.1031999588","","","","2.0999999046","","","","","","1.7","","","","","","","","","","","1.9","","","",
"Asia oriental y el Pacífico (excluido altos ingresos)","EAP","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","","","","","","1.44000005722046","1.51999998092651","1.5","1.45000004768372","1.45000004768372","1.44109725817562","1.58000004291534","1.71000003814697","1.76999998092651","1.85000002384186","1.78038136132597","1.98732028104244","2.0699999332428","2.14000010490417","2.20000004768372","2.22404460324719","2.29567032988884","2.2341546435756","2.26245712369105","2.30928932905428","2.12137506711139","2.36590902206935","2.47996848733319","2.53664715064535","2.35640225423441","2.27932700790066","2.27217738821444","2.27763327228966","2.29189600860761","2.3495732760388","2.57204010471341","2.54083408997726","2.49787187782257","2.25571543548082","2.50488069036516","2.44428897274264","2.40325963303395","2.17593977691623","2.20020944398081","2.96560166635544","2.42657643911815","2.10654429151288","","","3.8762967506222","2.99647012742348","3.55589409039439","3.64718676477291","","","","","","",
"inicial del dividendo demográfico","EAR","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","0.922492388550583","","","","","","","","","","0.966973676093146","","","","","0.887256187674394","","","","","1.0375533081346","","","","","1.10605021888662","","","","","","1.09043558866511","","","","","","","","","","","0.924179005163093","1.1893495793515","","1.22222084717809","","","","","","1.22782654139636","","","","","","","",
"Asia oriental y el Pacífico","EAS","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","","","","","","","","","","","2.56077875124092","","","","","1.91633392830229","2.12823150580219","","","","3.32563618289505","2.43956302985096","2.38296138588125","2.41173853393797","2.45550523976974","3.2861260102471","2.39681537715166","","","2.48756660828511","2.34179018500329","2.42082808310693","2.42877274128221","3.43500009259757","3.52695892784828","3.80120652632664","3.80357952399196","3.70668217292593","3.39319697551831","3.70066789866926","3.6127602768842","3.37061711475777","3.08490966707246","3.41365663300681","4.02467092017147","3.35802127978633","3.17169829233089","","","4.77849778620842","3.00680856827937","3.55034986465442","4.44309856642269","","","","","","",
"Europa y Asia central (excluido altos ingresos)","ECA","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","10.6458861981343","10.6977968977803","10.7300539468655","10.7627946167117","10.7853633884916","10.7721224422702","10.5279356554237","10.2837795072146","10.1030727070927","9.79991670270349","9.57809621049063","9.16156028290656","8.62697209999943","8.30358422775656","8.07484887889783","7.94324951517807","7.84510346057789","7.76747529877836","7.59370183108129","7.29170799066536","7.2055279714793","7.16487947729925","6.97190894283943","6.90935406358746","6.88839206509609","6.71350067821098","6.52655111410164","6.46212665432355","6.35407014026094","","","","","",
"Europa y Asia central","ECS","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","9.15645202290324","","","","","9.5893300528179","9.67480865654195","9.65668944177853","9.62487727334757","9.57018649027219","9.16848660662482","9.03135988289121","8.70102612313021","8.52431212481742","8.32778266434159","8.13339140870993","7.908297972279","7.5473862278239","7.30300735551843","7.09568928250903","6.96933262203255","6.95845089914257","6.81786633809315","6.7237530246075","6.52766881824134","6.44228889552045","6.35753058397676","6.21501423969376","6.13590442229289","6.08697658226632","5.97953878943874","5.85535158515808","5.80478474752022","5.92514513189693","","","","","",
"Ecuador","ECU","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","1.87069153785706","","","","","","","","","","2.34910011291504","","","","","2.54629993438721","","","","","1.90719997882843","","","","","","","","","","1.6440999508","","","1.6000000238","","","1.5499999523","","","","","","1.5","1.7","","","","1.5","1.5","1.5","1.6","1.6","1.5","1.5","","","","","",
"Egipto, República Árabe de","EGY","Camas hospitalarias (por cada 1.000 personas)","SH.MED.BEDS.ZS","2.14697933197021","","","","","","","","","","2.18050003051758","","","","","2.03660011291504","","","","","2.02629995346069","2.07220005989075","","","","","2.08570003509521","","2.12470006942749","2.01990008354187","2.0708999634","2.0241999626","2.0004000664","1.9292999506","","","2.0999999046","2.0999999046","","","2.1","2.1","2.1","2.2","2.2","2.2","2.2","2.1","2.1","1.7","1.7","0.5","0.5","0.5","1.6","","","","",
